Time,pageSeq,Conn. type,Element order,Page element,Element URL,Province,City,ISP,Prober IP,DNS Server,Host IP,Host City,Host ISP,Error description,Total duration,Total bytes,Element type,HTTP Status Code,HTTP HEAD size,Is HTTP compression supported,HTTP Server,HTTP Via,Start date,DNS time,Connection time,Request sent time,First packet time,Remain Packet Time,SSL hand-shaking time,Connection close time,Block Time,pageID,tranID
"2021-10-26 16:32:17","1","IDC","18","N","https://cdnn.engineeringvillage.com/867659b23434cca47e472a8a7801d269v4/bundles/application.js","Shaanxi","Xi'an","China Unicom","123.138.209.11","221.11.1.68(Xi'an China Unicom)","14.128.0.155","Osaka","未知","","465","39448","text/javascript","200","2409","1","PWS/8.3.1.0.8","1.1 PSmglsjLAX2nr164:8 (W), 1.1 PSrbdbOSA2sj134:0 (W), 1.1 PSrbJP1rt55:2 (W)","9599","0","0","0","455","10","0","0","293","367922","0"
"2021-10-26 16:32:17","1","IDC","27","N","https://cdnn.engineeringvillage.com/static/fonts/NexusSansWebPro-Bold.woff","Shaanxi","Xi'an","China Unicom","123.138.209.11","221.11.1.68(Xi'an China Unicom)","14.128.0.155","Osaka","未知","","1130","50479","font/woff","200","2292","1","PWS/8.3.1.0.8","1.1 PSrbJP1la58:6 (W)","10115","0","0","0","1052","78","0","0","169","367922","0"
"2021-10-26 16:32:17","1","IDC","46","N","https://cdn.pendo.engineeringvillage.com/guide-content/HpNET8R7_RqX8yr8dCJOgnI04Lo/407TNQ7HIWXysr3o1F6mqQycNqo/9EmBZI4D2oYgB73-_iDoV-usL0c.guide.css","Shaanxi","Xi'an","China Unicom","123.138.209.11","221.11.1.68(Xi'an China Unicom)","13.226.230.90","USA","未知","","377","1643","text/css","200","982","1","UploadServer","1.1 47e2c0381c3ebcfdb6d75ac56c4e9d25.cloudfront.net (CloudFront)","13868","0","0","0","372","5","0","0","1","367922","0"
"2021-10-26 16:32:17","1","IDC","26","N","https://cdnn.engineeringvillage.com/static/fonts/NexusSansWebPro.woff","Shaanxi","Xi'an","China Unicom","123.138.209.11","221.11.1.68(Xi'an China Unicom)","14.128.0.155","Osaka","未知","","1229","51035","font/woff","200","2293","1","PWS/8.3.1.0.8","1.1 PSrbJP1uy57:13 (W)","10114","0","0","0","961","268","0","0","87","367922","0"
"2021-10-26 16:32:17","1","IDC","20","N","https://cdnn.engineeringvillage.com/15ef90d4356eb3342166ef73604ff124v4/bundles/features.js","Shaanxi","Xi'an","China Unicom","123.138.209.11","221.11.1.68(Xi'an China Unicom)","14.128.0.155","Osaka","未知","","577","55257","text/javascript","200","2410","1","PWS/8.3.1.0.8","1.1 PSmglsjLAX2nr164:2 (W), 1.1 PSrbdbOSA2sj134:2 (W), 1.1 PSrbJP1rs54:0 (W)","9600","0","0","0","469","108","0","0","382","367922","0"
"2021-10-26 16:32:17","1","IDC","29","N","https://cdn.pendo.engineeringvillage.com/agent/static/d88f5387-b626-4f6a-62e6-e82534a961cf/pendo.js","Shaanxi","Xi'an","China Unicom","123.138.209.11","221.11.1.68(Xi'an China Unicom)","13.226.230.90","USA","未知","","1071","137439","application/javascript","200","979","1","UploadServer","1.1 47e2c0381c3ebcfdb6d75ac56c4e9d25.cloudfront.net (CloudFront)","11120","4","169","1","350","363","185","0","0","367922","0"
"2021-10-26 16:32:17","1","IDC","10","N","https://cdnn.engineeringvillage.com/5820dd49bc158b94e345a6d12b7323d4v4/bundles/application.css","Shaanxi","Xi'an","China Unicom","123.138.209.11","221.11.1.68(Xi'an China Unicom)","14.128.0.155","Osaka","未知","","545","29423","text/css","200","2376","1","PWS/8.3.1.0.8","1.1 PS-JFK-04AJ1232:2 (W), 1.1 hexi47:8 (W), 1.1 PSrbdbOSA2ju136:7 (W), 1.1 PSrbJP1rt55:3 (W)","9435","0","93","1","255","98","98","0","1","367922","0"
"2021-10-26 16:32:17","1","IDC","42","N","https://cdn.pendo.engineeringvillage.com/guide-content/PD30WyT-qqhchhdjvVJizyRuDrM/V0f1kmWpE-RambeOOWX-7c6yGW0/lVA0kM051gkKDjQuMVxdoNx1yBQ.guide.js","Shaanxi","Xi'an","China Unicom","123.138.209.11","221.11.1.68(Xi'an China Unicom)","13.226.230.90","USA","未知","","175","2401","application/javascript","200","999","1","UploadServer","1.1 47e2c0381c3ebcfdb6d75ac56c4e9d25.cloudfront.net (CloudFront)","13864","0","0","0","174","1","0","0","0","367922","0"
"2021-10-26 16:32:17","1","IDC","30","N","https://cdnn.engineeringvillage.com/search/history/shcount.url","Shaanxi","Xi'an","China Unicom","123.138.209.11","221.11.1.68(Xi'an China Unicom)","14.128.0.155","Osaka","未知","","875","2492","application/json","200","2459","1","PWS/8.3.1.0.8","1.1 PSrbJP1he53:9 (W)","11174","0","0","0","874","1","0","0","0","367922","0"
"2021-10-26 16:32:17","1","IDC","36","N","https://cdnn.engineeringvillage.com/static/fonts/ss-gizmo.woff","Shaanxi","Xi'an","China Unicom","123.138.209.11","221.11.1.68(Xi'an China Unicom)","14.128.0.155","Osaka","未知","","1446","96489","font/woff","200","2292","1","PWS/8.3.1.0.8","1.1 PSrbJP1rt55:5 (W)","11439","0","0","0","940","506","0","0","0","367922","0"
"2021-10-26 16:32:17","1","IDC","38","N","https://app.pendo.engineeringvillage.com/data/ptm.gif/d88f5387-b626-4f6a-62e6-e82534a961cf?v=2.110.3_prod&ct=1635237094672&jzb=eJzNU01z2jwQ_iuMzi6WbfkDbh7ItFyAmabtodPxCGmxlRjJrySSQib_PavWYdqZNoe3OYQTu9Kuni9_fSD-NACZEyVBe7U_kYjsrLl3YBuvDniSFFmeZiWdsSKnEblTTnljGyVxSCZlBYztRTWTrGA7kdEqk6yUrMp5nlTNguIvT8o0x71cCHPU_ufoc_Noe6w67wc3j2MhtZ6CbpUGsEq3d6rveQtTYQ6xA25FF_93VOJ2GsYiMlgzODJ_IKaXzW_Imu3VerlprpvhRp9dtmW6vsGBcO-PMF6X1mNEPN-tQsOu2o-iLlfKnEGVwwwH9pYf4Mfh-Z6t3CJ_34lzvf3E1kH8kwekxCh9jC7mHMDzF43J36oxI6rw938A603bgmyUJvM97x1EBA5cBVz1ehPUkhx15i4oRpR2kdrtI1GxSAzfAy8pl9yjVJjbUbsvSvoOtaO0vPQ-gGo7T-Ylm0VEGHOrYGnwHXyV_IVzwMZ1e8Qy2Ng1i3UwfRTywvaZh0bDsVzykzd6srqeXIPzk3eTq8-11rwWIkTTtqPbG9-BDesGbvGjxONxKbaQcLiSFnFC45SmScguWKdMQJtOk4ROswbll68QwiJLfwlhb7h8MYTVWw1hQD7iZbMy_3dh0qJ6_PYEGvifqg","Shaanxi","Xi'an","China Unicom","123.138.209.11","221.11.1.68(Xi'an China Unicom)","216.58.200.51","Taiwan","未知","","391","280","image/gif","200","364","0","","1.1 google","13007","4","58","0","256","1","72","0","1","367922","0"
"2021-10-26 16:32:17","1","IDC","8","Y","https://cdnn.engineeringvillage.com/search/quick.url","Shaanxi","Xi'an","China Unicom","123.138.209.11","221.11.1.68(Xi'an China Unicom)","14.128.0.155","Osaka","未知","","1602","146351","text/html","200","2442","1","PWS/8.3.1.0.8","1.1 PSrbJP1uy57:4 (W)","7994","0","0","1","988","613","0","0","1","367922","0"
"2021-10-26 16:32:17","1","IDC","41","N","https://cdn.pendo.engineeringvillage.com/guide.-323232.1614027651214.css","Shaanxi","Xi'an","China Unicom","123.138.209.11","221.11.1.68(Xi'an China Unicom)","13.226.230.90","USA","未知","","387","7215","text/css","200","937","0","UploadServer","1.1 47e2c0381c3ebcfdb6d75ac56c4e9d25.cloudfront.net (CloudFront)","13432","0","0","0","385","2","0","0","0","367922","0"
"2021-10-26 16:32:17","1","IDC","28","N","https://cdnn.engineeringvillage.com/rest/sessionsettings/0?overrideMethod=PATCH","Shaanxi","Xi'an","China Unicom","123.138.209.11","221.11.1.68(Xi'an China Unicom)","14.128.0.155","Osaka","未知","","1145","3013","application/json","200","2251","1","PWS/8.3.1.0.8","1.1 PSrbJP1he53:12 (W)","11115","0","0","0","796","349","0","0","1","367922","0"
"2021-10-26 16:32:17","1","IDC","37","N","https://cdnn.engineeringvillage.com/static/fonts/NexusSansWebPro-Italic.woff","Shaanxi","Xi'an","China Unicom","123.138.209.11","221.11.1.68(Xi'an China Unicom)","14.128.0.155","Osaka","未知","","1247","53489","font/woff","200","2292","1","PWS/8.3.1.0.8","1.1 PSrbJP1he53:9 (W)","11440","0","0","0","754","493","0","0","113","367922","0"
"2021-10-26 16:32:17","1","IDC","21","N","https://cdnn.engineeringvillage.com/becb922f38368e395800633b118209e3v4/bundles/usage.js","Shaanxi","Xi'an","China Unicom","123.138.209.11","221.11.1.68(Xi'an China Unicom)","14.128.0.155","Osaka","未知","","664","9850","text/javascript","200","2411","1","PWS/8.3.1.0.8","1.1 PSmglsjLAX2ui163:8 (W), 1.1 PSrbdbOSA2sj134:10 (W), 1.1 PSrbJP1rs54:15 (W)","9601","0","0","0","364","300","0","0","758","367922","0"
"2021-10-26 16:32:17","1","IDC","13","N","https://cdnn.engineeringvillage.com/static/images/refresh_captcha.gif","Shaanxi","Xi'an","China Unicom","123.138.209.11","221.11.1.68(Xi'an China Unicom)","14.128.0.155","Osaka","未知","","843","3689","image/gif","200","2383","1","PWS/8.3.1.0.8","1.1 PSmglsjLAX2ui163:3 (W), 1.1 PSrbdbOSA2ju136:4 (W), 1.1 PSrbJP1he53:0 (W)","9438","0","93","1","485","2","262","0","2","367922","0"
"2021-10-26 16:32:17","1","IDC","11","N","https://cdnn.engineeringvillage.com/57ef67eaab3a062c1463c2ba66e2c799v4/bundles/jquery3min.js","Shaanxi","Xi'an","China Unicom","123.138.209.11","221.11.1.68(Xi'an China Unicom)","14.128.0.155","Osaka","未知","","483","32425","text/javascript","200","2375","1","PWS/8.3.1.0.8","1.1 hx171:2 (W), 1.1 PSrbdbOSA2ju136:6 (W), 1.1 PSrbJP1la58:6 (W)","9437","1","92","0","278","13","99","0","0","367922","0"
"2021-10-26 16:32:17","1","IDC","44","N","https://cdn.pendo.engineeringvillage.com/guide-content/2TnThcLBk4P3rC6mxFXtGTKfNeM/Vv5jhtnB8lmVBkss9j4JzCEhWnU/8Bawy8QId8OSYJ6krxcoJ-Gu3zk.js","Shaanxi","Xi'an","China Unicom","123.138.209.11","221.11.1.68(Xi'an China Unicom)","13.226.230.90","USA","未知","","379","2359","application/javascript","200","999","1","UploadServer","1.1 47e2c0381c3ebcfdb6d75ac56c4e9d25.cloudfront.net (CloudFront)","13866","0","0","0","376","3","0","0","1","367922","0"
"2021-10-26 16:32:17","1","IDC","31","N","https://cdnn.engineeringvillage.com/search/history/shjson.url","Shaanxi","Xi'an","China Unicom","123.138.209.11","221.11.1.68(Xi'an China Unicom)","14.128.0.155","Osaka","未知","","1069","2482","application/json","200","2460","1","PWS/8.3.1.0.8","1.1 PSrbJP1he53:9 (W)","11176","0","0","0","1068","1","0","0","0","367922","0"
"2021-10-26 16:32:17","1","IDC","34","N","https://cdnn.engineeringvillage.com/static/images/help_gray_icon.png","Shaanxi","Xi'an","China Unicom","123.138.209.11","221.11.1.68(Xi'an China Unicom)","14.128.0.155","Osaka","未知","","165","3793","image/png","200","2344","1","PWS/8.3.1.0.8","1.1 hx171:9 (W), 1.1 PSrbdbOSA2ju136:2 (W), 1.1 PSrbJP1rs54:14 (W)","11400","0","0","0","164","1","0","0","1402","367922","0"
"2021-10-26 16:32:17","1","IDC","14","N","https://cdnn.engineeringvillage.com/static/images/help_captcha.gif","Shaanxi","Xi'an","China Unicom","123.138.209.11","221.11.1.68(Xi'an China Unicom)","14.128.0.155","Osaka","未知","","364","3554","image/gif","200","2384","1","PWS/8.3.1.0.8","1.1 PSmglsjLAX2nr164:4 (W), 1.1 PSrbdbOSA2sj134:0 (W), 1.1 PSrbJP1rt55:13 (W)","9443","0","0","0","363","1","0","0","394","367922","0"
"2021-10-26 16:32:17","1","IDC","4","Y","https://loadcq-id.elsevier.com/as/authorization.oauth2?prompt=none&platSite=EV/engvil&response_type=code&client_id=ENGVIL-NONPRODV1&scope=openid%20email%20profile%20els_auth_info%20els_analytics_info%20urn:com:elsevier:idp:policy:product:inst_assoc&state=k2lALzFvVSY4SVejNdrFcqXmS4ofkiBSKDYTHski0Kg%3D&redirect_uri=https://cdnn.engineeringvillage.com/rest/login/oauth2/code/els-client-login","Shaanxi","Xi'an","China Unicom","123.138.209.11","221.11.1.68(Xi'an China Unicom)","104.18.223.170","IP Unknown","未知","","2326","1204","text/html","302","1635","0","cloudflare","","3893","2","286","1","1715","3","319","0","3","367922","0"
"2021-10-26 16:32:17","1","IDC","25","N","https://cdnn.engineeringvillage.com/c2ff4999ff7127e258cf0df81339c0e9v4/bundles/carsoverridepage.css","Shaanxi","Xi'an","China Unicom","123.138.209.11","221.11.1.68(Xi'an China Unicom)","14.128.0.155","Osaka","未知","","125","2572","text/css","200","2375","1","PWS/8.3.1.0.8","1.1 PS-JFK-04AJ1232:4 (W), 1.1 hexi47:2 (W), 1.1 PSrbdbOSA2ju136:9 (W), 1.1 PSrbJP1rs54:6 (W)","9604","0","0","0","125","0","0","0","1123","367922","0"
"2021-10-26 16:32:17","1","IDC","22","N","https://cdnn.engineeringvillage.com/49fb0ee2f48f92098901067b114376ddv4/bundles/library.js","Shaanxi","Xi'an","China Unicom","123.138.209.11","221.11.1.68(Xi'an China Unicom)","14.128.0.155","Osaka","未知","","595","107070","text/javascript","200","2410","1","PWS/8.3.1.0.8","1.1 PSmglsjLAX2ui163:6 (W), 1.1 PSrbdbOSA2sj134:7 (W), 1.1 PSrbJP1la58:13 (W)","9601","0","0","0","486","109","0","0","809","367922","0"
"2021-10-26 16:32:17","1","IDC","19","N","https://cdnn.engineeringvillage.com/86adc7e17f855f6404240f44a61c34f9v4/bundles/search.js","Shaanxi","Xi'an","China Unicom","123.138.209.11","221.11.1.68(Xi'an China Unicom)","14.128.0.155","Osaka","未知","","489","70929","text/javascript","200","2381","1","PWS/8.3.1.0.8","1.1 PS-JFK-04AJ1232:8 (W), 1.1 hx172:6 (W), 1.1 PSrbdbOSA2fk135:4 (W), 1.1 PSrbJP1uy57:8 (W)","9600","0","0","0","149","340","0","0","320","367922","0"
"2021-10-26 16:32:17","1","IDC","32","N","https://cdnn.engineeringvillage.com/usage/searchform.url","Shaanxi","Xi'an","China Unicom","123.138.209.11","221.11.1.68(Xi'an China Unicom)","14.128.0.155","Osaka","未知","","806","2497","application/json","200","2459","1","PWS/8.3.1.0.8","1.1 PSrbJP1rs54:8 (W)","11288","0","0","0","805","1","0","0","1","367922","0"
"2021-10-26 16:32:17","1","IDC","3","Y","https://cdnn.engineeringvillage.com/rest/oauth2/authorization/els-client-noprompt","Shaanxi","Xi'an","China Unicom","123.138.209.11","221.11.1.68(Xi'an China Unicom)","14.128.0.155","Osaka","未知","","839","4058","application/octet-stream","302","4039","1","PWS/8.3.1.0.8","1.1 PSrbJP1he53:0 (W)","3053","0","0","0","836","3","0","0","1","367922","0"
"2021-10-26 16:32:17","1","IDC","35","N","https://cdnn.engineeringvillage.com/static/images/help_green_icon.png","Shaanxi","Xi'an","China Unicom","123.138.209.11","221.11.1.68(Xi'an China Unicom)","14.128.0.155","Osaka","未知","","134","3532","image/png","200","2350","1","PWS/8.3.1.0.8","1.1 hx171:10 (W), 1.1 PSrbdbOSA2ju136:7 (W), 1.1 PSrbJP1uy57:1 (W)","11401","0","0","0","133","1","0","0","17","367922","0"
"2021-10-26 16:32:17","1","IDC","15","N","https://cdnn.engineeringvillage.com/static/images/ELS_Wordmark_1C_151_RGB.png","Shaanxi","Xi'an","China Unicom","123.138.209.11","221.11.1.68(Xi'an China Unicom)","14.128.0.155","Osaka","未知","","113","15004","image/png","200","2356","1","PWS/8.3.1.0.8","1.1 PSmglsjLAX2nr164:1 (W), 1.1 PSrbdbOSA2ju136:8 (W), 1.1 PSrbJP1rt55:13 (W)","9449","0","0","0","108","5","0","0","909","367922","0"
"2021-10-26 16:32:17","1","IDC","45","N","https://cdn.pendo.engineeringvillage.com/guide-content/HpNET8R7_RqX8yr8dCJOgnI04Lo/407TNQ7HIWXysr3o1F6mqQycNqo/6cbDiQ0rB1whroTOB5KXql3CMFM.guide.js","Shaanxi","Xi'an","China Unicom","123.138.209.11","221.11.1.68(Xi'an China Unicom)","13.226.230.90","USA","未知","","377","2369","application/javascript","200","1006","1","UploadServer","1.1 47e2c0381c3ebcfdb6d75ac56c4e9d25.cloudfront.net (CloudFront)","13867","0","0","0","372","5","0","0","1","367922","0"
"2021-10-26 16:32:17","1","IDC","9","N","https://cdnn.engineeringvillage.com/a46caf06cb0e12ff755d9db3806c194cv4/bundles/ev-styles.css","Shaanxi","Xi'an","China Unicom","123.138.209.11","221.11.1.68(Xi'an China Unicom)","14.128.0.155","Osaka","未知","","401","70140","text/css","200","2381","1","PWS/8.3.1.0.8","1.1 PSmglsjLAX2ui163:5 (W), 1.1 PSrbdbOSA2fk135:0 (W), 1.1 PSrbJP1rs54:11 (W)","9434","0","163","0","221","17","0","0","1","367922","0"
"2021-10-26 16:32:17","1","IDC","43","N","https://cdn.pendo.engineeringvillage.com/guide-content/PD30WyT-qqhchhdjvVJizyRuDrM/V0f1kmWpE-RambeOOWX-7c6yGW0/3HH6yqn4mnPz5Kv8SkJmjO4mYrE.guide.css","Shaanxi","Xi'an","China Unicom","123.138.209.11","221.11.1.68(Xi'an China Unicom)","13.226.230.90","USA","未知","","379","1680","text/css","200","990","1","UploadServer","1.1 47e2c0381c3ebcfdb6d75ac56c4e9d25.cloudfront.net (CloudFront)","13865","0","0","0","373","6","0","0","0","367922","0"
"2021-10-26 16:32:17","1","IDC","23","N","https://cdnn.engineeringvillage.com/9d85f106694963cceaaafb73c267f68bv4/bundles/highcharts.js","Shaanxi","Xi'an","China Unicom","123.138.209.11","221.11.1.68(Xi'an China Unicom)","14.128.0.155","Osaka","未知","","254","143670","text/javascript","200","2383","1","PWS/8.3.1.0.8","1.1 PS-JFK-04AJ1232:9 (W), 1.1 hexi47:9 (W), 1.1 PSrbdbOSA2ju136:2 (W), 1.1 PSrbJP1he53:10 (W)","9602","0","0","0","128","126","0","0","870","367922","0"
"2021-10-26 16:32:17","1","IDC","12","N","https://cdnn.engineeringvillage.com/static/images/ei_w.png","Shaanxi","Xi'an","China Unicom","123.138.209.11","221.11.1.68(Xi'an China Unicom)","14.128.0.155","Osaka","未知","","452","4686","image/png","200","2355","1","PWS/8.3.1.0.8","1.1 PSmglsjLAX2ui163:6 (W), 1.1 PSrbdbOSA2ju136:8 (W), 1.1 PSrbJP1la58:12 (W)","9438","0","93","0","260","1","98","0","1","367922","0"
"2021-10-26 16:32:17","1","IDC","17","N","https://cdnn.engineeringvillage.com/ed508b0bf9ffd19cd88419f0fa2cb3b5v4/bundles/backbone.js","Shaanxi","Xi'an","China Unicom","123.138.209.11","221.11.1.68(Xi'an China Unicom)","14.128.0.155","Osaka","未知","","484","194158","text/javascript","200","2383","1","PWS/8.3.1.0.8","1.1 PS-JFK-04AJ1232:3 (W), 1.1 hx171:0 (W), 1.1 PSrbdbOSA2sj134:10 (W), 1.1 PSrbJP1rt55:11 (W)","9450","0","0","0","259","225","0","0","424","367922","0"
"2021-10-26 16:32:17","1","IDC","2","Y","https://cdnn.engineeringvillage.com/home.url","Shaanxi","Xi'an","China Unicom","123.138.209.11","221.11.1.68(Xi'an China Unicom)","14.128.0.155","Osaka","未知","","871","2376","application/octet-stream","302","2357","1","PWS/8.3.1.0.8","1.1 PSrbJP1he53:2 (W)","2180","0","0","0","870","1","0","0","2","367922","0"
"2021-10-26 16:32:17","1","IDC","7","Y","https://cdnn.engineeringvillage.com/home.url","Shaanxi","Xi'an","China Unicom","123.138.209.11","221.11.1.68(Xi'an China Unicom)","14.128.0.155","Osaka","未知","","320","2517","application/octet-stream","302","2498","1","PWS/8.3.1.0.8","1.1 PSrbJP1he53:2 (W)","7673","0","0","0","318","2","0","0","1","367922","0"
"2021-10-26 16:32:17","1","IDC","39","N","https://app.pendo.engineeringvillage.com/data/guide.js/d88f5387-b626-4f6a-62e6-e82534a961cf?jzb=eJyVkEGP2yAQhf-KNWdqg0PWXt-iTaXuJXtZtcdoAhOM1gYXSNq0yn9fqLq-9VBOzOObmff4DVcbbfLhWcMAWnQ9SXlW_aOWD_KkNrzfaNlp2W9xK_rjE89nK7p2CwxQKX9x6U_nh3YJU67GlJY4NI3SztXkjHVEwTpztdOEhmrl5yYSBjU23y9WvdWljcFMCTUmhGG1Va72_61N3hjSR-tgOOMUiQHNaIu13eHlkIGy5oSRYpasi8yezkz1kqnlZ0mm9R4TwcAZnIL_ESl8szqNMAjOu1X7QtaMCYZOPjJQ3r9Z2vu8J2-Ff8Qu3tCZSy4z9Gs8Ph3gvn7lmvYjh8O5cHu8Je-q59fqlWKqPlWfv-6cw51SmfHBpNtSsJc0UijjFgzkUn7-OzRLOXBB2odG8KblrcidVwrR-uK2rYXg9ea4BK_hfn8HFYSmZw&v=2.110.3_prod&ct=1635237094681","Shaanxi","Xi'an","China Unicom","123.138.209.11","221.11.1.68(Xi'an China Unicom)","216.58.200.51","Taiwan","未知","","393","10088","application/javascript","200","403","1","","1.1 google","13017","0","52","0","259","9","73","0","0","367922","0"
"2021-10-26 16:32:17","1","IDC","16","N","https://s3.amazonaws.com/ev-application-data/images/footer_logo_small.png","Shaanxi","Xi'an","China Unicom","123.138.209.11","221.11.1.68(Xi'an China Unicom)","52.217.195.8","Virginia","未知","","1677","2555","image/png","200","409","0","AmazonS3","","9450","3","344","0","374","1","955","0","0","367922","0"
"2021-10-26 16:32:17","1","IDC","24","N","https://cdnn.engineeringvillage.com/2cc2f52662237a8754f89f84c490a2fv4/bundles/timeout.js","Shaanxi","Xi'an","China Unicom","123.138.209.11","221.11.1.68(Xi'an China Unicom)","14.128.0.155","Osaka","未知","","377","25812","text/javascript","200","2406","1","PWS/8.3.1.0.8","1.1 PSmglsjLAX2ui163:8 (W), 1.1 PSrbdbOSA2fk135:3 (W), 1.1 PSrbJP1uy57:11 (W)","9603","0","0","0","367","10","0","0","956","367922","0"
"2021-10-26 16:32:17","1","IDC","1","Y","https://cdnn.engineeringvillage.com/","Shaanxi","Xi'an","China Unicom","123.138.209.11","221.11.1.68(Xi'an China Unicom)","14.128.0.155","Osaka","未知","","2179","2440","text/html","302","2420","1","PWS/8.3.1.0.8","1.1 PSrbJP1he53:11 (W)","0","1014","93","0","935","3","132","0","3","367922","0"
"2021-10-26 16:32:17","1","IDC","6","Y","https://cdnn.engineeringvillage.com/","Shaanxi","Xi'an","China Unicom","123.138.209.11","221.11.1.68(Xi'an China Unicom)","14.128.0.155","Osaka","未知","","304","2308","text/html","302","2288","1","PWS/8.3.1.0.8","1.1 PSrbJP1he53:11 (W)","7367","0","0","0","301","3","0","0","2","367922","0"
"2021-10-26 16:32:17","1","IDC","40","N","https://cdn.pendo.engineeringvillage.com/agent/releases/2.110.3/guide.css","Shaanxi","Xi'an","China Unicom","123.138.209.11","221.11.1.68(Xi'an China Unicom)","13.226.230.90","USA","未知","","237","3473","text/css","200","963","1","UploadServer","1.1 47e2c0381c3ebcfdb6d75ac56c4e9d25.cloudfront.net (CloudFront)","13430","0","0","1","236","1","0","0","1","367922","0"
"2021-10-26 16:32:17","1","IDC","33","N","https://static.engineeringvillage.com/ev-new-cover-image.jpg","Shaanxi","Xi'an","China Unicom","123.138.209.11","221.11.1.68(Xi'an China Unicom)","99.84.198.41","USA","AT & T","","1325","324669","image/jpeg","200","465","0","AmazonS3","1.1 5a4f2697c206185c3e7992c978923539.cloudfront.net (CloudFront)","11299","3","178","0","368","583","193","0","218","367922","0"
"2021-10-26 16:32:17","1","IDC","5","Y","https://cdnn.engineeringvillage.com/rest/login/oauth2/code/els-client-login?code=gwnTDDJKii37XYAq9m8A_I1O8UVzy5GkHdFhtluA&state=k2lALzFvVSY4SVejNdrFcqXmS4ofkiBSKDYTHski0Kg%3D","Shaanxi","Xi'an","China Unicom","123.138.209.11","221.11.1.68(Xi'an China Unicom)","14.128.0.155","Osaka","未知","","1144","2739","application/octet-stream","302","2720","1","PWS/8.3.1.0.8","1.1 PSrbJP1uy57:0 (W)","6221","0","0","0","1141","3","0","0","2","367922","0"
"2021-10-26 16:36:05","1","IDC","18","N","https://cdnn.engineeringvillage.com/867659b23434cca47e472a8a7801d269v4/bundles/application.js","Shaanxi","Xi'an","China Telecom","113.142.72.19","218.30.19.40(Xi'an China Telecom)","210.61.181.22","Taiwan","未知","","793","39465","text/javascript","200","2418","1","PWS/8.3.1.0.8","1.1 PSmglsjLAX2nr164:8 (W), 1.1 PS-KHH-015lO119:3 (W), 1.1 PStwtbTPE1ie77:2 (W)","13330","0","0","0","371","422","0","0","681","368904","0"
"2021-10-26 16:36:05","1","IDC","27","N","https://cdnn.engineeringvillage.com/static/fonts/NexusSansWebPro-Bold.woff","Shaanxi","Xi'an","China Telecom","113.142.72.19","218.30.19.40(Xi'an China Telecom)","210.61.181.22","Taiwan","未知","","1481","50517","font/woff","200","2301","1","PWS/8.3.1.0.8","1.1 PStwtbTPE1rg71:21 (W)","14172","0","0","0","1231","250","0","0","509","368904","0"
"2021-10-26 16:36:05","1","IDC","46","N","https://cdn.pendo.engineeringvillage.com/guide-content/HpNET8R7_RqX8yr8dCJOgnI04Lo/407TNQ7HIWXysr3o1F6mqQycNqo/9EmBZI4D2oYgB73-_iDoV-usL0c.guide.css","Shaanxi","Xi'an","China Telecom","113.142.72.19","218.30.19.40(Xi'an China Telecom)","13.226.230.24","USA","未知","","366","1642","text/css","200","982","1","UploadServer","1.1 9e50af49c68f20e188890e7945ad09a2.cloudfront.net (CloudFront)","18777","0","0","0","364","2","0","0","0","368904","0"
"2021-10-26 16:36:05","1","IDC","26","N","https://cdnn.engineeringvillage.com/static/fonts/NexusSansWebPro.woff","Shaanxi","Xi'an","China Telecom","113.142.72.19","218.30.19.40(Xi'an China Telecom)","210.61.181.22","Taiwan","未知","","1461","51481","font/woff","200","2300","1","PWS/8.3.1.0.8","1.1 PStwtbTPE1rg71:2 (W)","14172","0","0","0","1033","428","0","0","403","368904","0"
"2021-10-26 16:36:05","1","IDC","20","N","https://cdnn.engineeringvillage.com/15ef90d4356eb3342166ef73604ff124v4/bundles/features.js","Shaanxi","Xi'an","China Telecom","113.142.72.19","218.30.19.40(Xi'an China Telecom)","210.61.181.22","Taiwan","未知","","742","55234","text/javascript","200","2418","1","PWS/8.3.1.0.8","1.1 PSmglsjLAX2nr164:2 (W), 1.1 PS-KHH-017Op120:8 (W), 1.1 PStwtbTPE1zr73:8 (W)","13331","0","0","0","515","227","0","0","681","368904","0"
"2021-10-26 16:36:05","1","IDC","29","N","https://cdn.pendo.engineeringvillage.com/agent/static/d88f5387-b626-4f6a-62e6-e82534a961cf/pendo.js","Shaanxi","Xi'an","China Telecom","113.142.72.19","218.30.19.40(Xi'an China Telecom)","13.226.230.24","USA","未知","","1106","137438","application/javascript","200","979","1","UploadServer","1.1 9e50af49c68f20e188890e7945ad09a2.cloudfront.net (CloudFront)","16227","3","177","0","370","368","188","0","0","368904","0"
"2021-10-26 16:36:05","1","IDC","10","N","https://cdnn.engineeringvillage.com/5820dd49bc158b94e345a6d12b7323d4v4/bundles/application.css","Shaanxi","Xi'an","China Telecom","113.142.72.19","218.30.19.40(Xi'an China Telecom)","210.61.181.22","Taiwan","未知","","1083","23684","text/css","200","2375","1","PWS/8.3.1.0.8","1.1 hexi47:8 (W), 1.1 PS-KHH-010aH122:3 (W), 1.1 PStwtbTPE1rg71:20 (W)","12511","1","201","1","462","217","201","0","0","368904","0"
